"Name","Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","xwOBA","wRC+","BsR","Off","Def","WAR","playerid"
"Edward Cabrera","MIA","9","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","21690"
"Javier Assad","CHC","3","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","21741"
"Jose Marte","LAA","7","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","21761"
"Braxton Garrett","MIA","13","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","21844"
"Cole Ragans","TEX","4","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","21846"
"Mason Thompson","WSN","10","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","21850"
"Gregory Santos","SFG","2","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","21894"
"Max Castillo","- - -","10","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","21956"
"Camilo Doval","SFG","55","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","21992"
"Luis Frias","ARI","10","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","21997"
"Angel Rondon","STL","1","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","22036"
"John King","TEX","31","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","22051"
"Aaron Fletcher","PIT","9","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","22052"
"Kyle Tyler","SDP","2","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","22092"
"Max Kranick","PIT","2","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","22175"
"Hunter Greene","CIN","20","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","22182"
"MacKenzie Gore","SDP","16","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","22201"
"DL Hall","BAL","2","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","22207"
"Jeremiah Estrada","CHC","2","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","22210"
"Jon Heasley","KCR","16","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","22224"
"Logan Gilbert","SEA","27","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","22250"
"Shane Baz","TBR","6","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","22264"
"Tarik Skubal","DET","21","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","22267"
"Dylan Coleman","KCR","56","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","22276"
"Trevor Rogers","MIA","20","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","22286"
"Matthew Liberatore","STL","8","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","22294"
"Joe Barlow","TEX","31","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","22296"
"Angel De Jesus","DET","6","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","22323"
"A.J. Alexy","TEX","3","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","22343"
"Colin Holderman","- - -","24","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","22361"
"Josh Winckowski","BOS","13","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","22387"
"Logan Gillaspie","BAL","13","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","22461"
"Johan Oviedo","- - -","15","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","22487"
"Carlos Hernandez","KCR","15","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","22713"
"Angel Zerpa","KCR","3","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","22717"
"Roansy Contreras","PIT","16","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","22810"
"Luis Patino","TBR","4","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","22815"
"Francisco Morales","PHI","3","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","22913"
"Joan Adon","WSN","14","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","22925"
"Michael Plassmeyer","PHI","1","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","23191"
"Michael Grove","LAD","3","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","23221"
"Spencer Howard","TEX","10","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","23252"
"Packy Naughton","STL","23","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","23292"
"Janson Junk","LAA","3","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","23301"
"Collin Snider","KCR","32","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","23307"
"Damon Jones","PHI","4","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","23310"
"Jose Butto","NYM","1","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","23313"
"Freddy Tarnok","ATL","1","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","23324"
"Beau Sulser","- - -","8","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","23420"
"Jared Solomon","CIN","9","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","23425"
"JP Sears","- - -","12","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","23429"
"Brandon Hughes","CHC","43","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","23460"
"Tommy Romero","TBR","3","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","23465"
"Ron Marinaccio","NYY","30","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","23488"
"Nicklaus Snyder","TEX","2","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","23493"
"Aaron Ashby","MIL","23","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","23550"
"Luis Garcia","HOU","24","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","23735"
"Justin Bruihl","LAD","18","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","23779"
"Ryan Weathers","SDP","1","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","23796"
"Ray Kerr","SDP","7","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","23809"
"Brayan Bello","BOS","8","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","23920"
"Josiah Gray","WSN","24","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","24580"
"Kyle Bradish","BAL","17","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","24586"
"Josh Winder","MIN","10","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","24606"
"Ethan Roberts","CHC","9","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","24930"
"Andrew Wantz","LAA","31","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","24933"
"Austin Warren","LAA","14","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","24937"
"Evan Lee","WSN","4","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","24988"
"Alex Vesia","LAD","52","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","25007"
"William Woods","ATL","2","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","25075"
"Cam Alldred","PIT","1","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","25078"
"Garrett Hill","DET","10","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","25097"
"Penn Murfee","SEA","50","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","25174"
"Brady Singer","KCR","22","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","25377"
"Sammy Long","SFG","28","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","25379"
"Drew Rasmussen","TBR","23","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","25385"
"Cody Morris","CLE","1","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","25388"
"George Kirby","SEA","19","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","25436"
"Nate Fisher","NYM","1","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","25512"
"Xzavion Curry","CLE","2","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","25595"
"Hunter Gaddis","CLE","1","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","25636"
"Matt Brash","SEA","25","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","25756"
"Yennier Cano","MIN","10","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","25911"
"Zack Thompson","STL","13","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","25918"
"Andrew Nardi","MIA","5","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","25942"
"Beau Brieske","DET","15","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","26079"
"Andre Pallante","STL","36","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","26108"
"Caleb Kilian","CHC","3","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","26213"
"Ryan Pepiot","LAD","7","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","26221"
"Tyler Holton","ARI","10","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","26231"
"Tommy Henry","ARI","6","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","26285"
"Bryan Hoeing","MIA","2","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","26304"
"Ethan Small","MIL","2","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","26364"
"Nick Lodolo","CIN","13","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","26378"
"Alek Manoah","TOR","26","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","26410"
"Reid Detmers","LAA","21","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","27468"
"Cade Cavalli","WSN","1","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","27473"
"Max Meyer","MIA","2","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","27474"
"Spencer Strider","ATL","28","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","27498"
"Kohei Arihara","TEX","4","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","27505"
"Hirokazu Sawamura","BOS","49","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","27515"
"Jared Koenig","OAK","6","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","27517"
"Graham Ashcraft","CIN","16","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","27552"
"Ken Waldichuk","OAK","1","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","27681"
"Bryce Elder","ATL","7","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","27779"
"Chase Silseth","LAA","7","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","30074"
"Robert Suarez","SDP","32","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","30115"
"Rene Pinto","TBR","22","71","2","3","9","0","2.8%","43.7%",".103",".343",".206",".239",".309",".243","","60","-0.4","-3.6","1.3","0.0","19859"
"Sean Bouchard","COL","7","23","1","2","2","0","21.7%","26.1%",".167",".182",".167",".348",".333",".317","","89","0.0","-0.3","-0.5","0.0","21270"
"Pablo Reyes","MIL","6","16","0","1","0","0","6.3%","12.5%",".000",".308",".267",".313",".267",".264","","66","0.1","-0.5","0.0","0.0","16357"
"Vimael Machin","OAK","51","171","1","15","6","1","9.4%","16.4%",".053",".272",".230",".304",".283",".268","","78","-0.9","-5.1","-0.3","0.0","17684"
"Matt Batten","SDP","15","22","0","0","1","0","9.1%","27.3%",".053",".154",".105",".227",".158",".193","","23","0.0","-2.0","1.2","0.0","20157"
"Mickey McDonald","OAK","4","6","0","0","0","0","33.3%","50.0%",".000",".000",".000",".333",".000",".230","","51","0.0","-0.3","0.1","0.0","20533"
"Carlos Perez","CHW","2","4","0","0","0","0","0.0%","0.0%",".000",".250",".250",".250",".250",".221","","38","0.0","-0.3","0.1","0.0","20805"
"Dillon Thomas","LAA","8","14","0","1","0","0","14.3%","42.9%",".000",".200",".091",".286",".091",".213","","32","0.2","-0.9","0.4","0.0","12719"
"Joe Perez","HOU","1","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.2","0.1","0.0","22254"
"Mike Zunino","TBR","36","123","5","7","16","0","4.9%","37.4%",".157",".185",".148",".195",".304",".219","","43","0.0","-7.8","3.9","0.0","13265"
"Tyler Anderson","LAD","26","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.2","0.1","0.0","12880"
"Gavin Sheets","CHW","98","328","12","26","42","0","7.0%","19.8%",".177",".284",".253",".311",".430",".323","","111","-2.3","1.6","-12.0","0.0","19901"
"David Robertson","- - -","47","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.2","0.1","0.0","8241"
"Jose Alvarado","PHI","48","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.2","0.1","0.0","17780"
"Adam Haseley","CHW","13","25","0","4","2","0","12.0%","28.0%",".000",".357",".238",".333",".238",".271","","74","0.2","-0.6","-0.3","0.0","19878"
"Simon Muzziotti","PHI","9","9","0","0","0","0","0.0%","22.2%",".000",".200",".143",".250",".143",".201","","23","-0.1","-0.9","0.5","0.0","19553"
"Miguel Andujar","NYY","19","70","0","7","5","4","2.9%","22.9%",".030",".308",".239",".257",".269",".233","","48","1.7","-2.3","0.0","0.0","15878"
"Tucupita Marcano","PIT","46","168","2","18","13","2","6.0%","25.0%",".106",".278",".212",".264",".318",".258","","62","0.8","-6.7","0.8","0.0","22871"
"Jerar Encarnacion","MIA","14","45","2","4","12","2","2.2%","37.8%",".209",".280",".209",".222",".419",".270","","74","0.2","-1.2","-0.5","0.0","21871"
"Reiver Sanmartin","CIN","34","2","0","0","0","0","0.0%","50.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.5","0.3","0.0","19754"
"Conner Capel","STL","9","19","1","1","2","0","5.3%","10.5%",".176",".133",".176",".211",".353",".238","","53","0.1","-1.0","0.1","0.0","19983"
"Alex Jackson","MIL","5","12","0","0","0","0","0.0%","58.3%",".000",".600",".250",".250",".250",".221","","37","0.1","-0.8","0.2","0.0","17276"
"Yusniel Diaz","BAL","1","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.2","0.0","0.0","18905"
"Taylor Jones","HOU","1","1","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.2","0.0","0.0","19533"
"Ka'ai Tom","SFG","1","1","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.2","0.0","0.0","18136"
"Luke Raley","TBR","22","72","1","7","4","0","9.7%","33.3%",".082",".297",".197",".306",".279",".272","","80","0.1","-1.5","-1.0","0.0","19354"
"Jack Larsen","SEA","1","1","0","0","0","0","0.0%","100.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.2","0.0","0.0","20510"
"Aristides Aquino","CIN","55","181","4","16","18","2","5.0%","40.9%",".105",".287",".180",".221",".285",".225","","33","0.7","-13.5","7.1","0.0","15482"
"Kyle Stowers","BAL","11","37","1","3","4","0","5.4%","35.1%",".118",".350",".235",".297",".353",".290","","88","-0.6","-1.1","-0.3","0.0","26151"
"Billy Hamilton","- - -","21","15","0","9","0","7","6.7%","53.3%",".000",".200",".077",".143",".077",".112","","-33","2.0","-0.3","-0.5","0.0","10199"
"Brett Baty","NYM","11","42","2","4","5","0","4.8%","19.0%",".158",".179",".184",".244",".342",".260","","70","0.1","-1.4","-0.3","0.0","26123"
"Jason Krizan","SFG","3","10","0","0","0","0","20.0%","30.0%",".000",".200",".125",".300",".125",".227","","43","0.2","-0.5","-0.2","0.0","12394"
"Deven Marrero","NYM","3","4","0","0","0","1","0.0%","50.0%",".000",".000",".000",".000",".000",".000","","-100","0.2","-0.8","0.3","0.0","13325"
"Alex Call","- - -","24","47","1","6","3","1","14.9%","23.4%",".125",".214",".175",".298",".300",".275","","74","0.0","-1.4","-0.5","0.0","19296"
"Jose Herrera","ARI","47","124","0","9","5","0","7.3%","27.4%",".018",".273",".189",".250",".207",".213","","30","0.6","-9.6","5.0","0.0","17040"
"Kevin Pillar","LAD","4","13","0","1","0","0","7.7%","30.8%",".083",".125",".083",".154",".167",".150","","-8","-0.3","-2.0","1.2","0.0","12434"
"Alfonso Rivas","CHC","77","216","3","21","24","3","10.2%","31.5%",".084",".355",".242",".324",".326",".292","","86","0.7","-2.9","-4.8","0.0","21560"
"Yainer Diaz","HOU","1","4","0","0","1","0","25.0%","0.0%",".000",".000",".000",".250",".000",".173","","5","0.0","-0.4","-0.1","0.0","23003"
"Austin Allen","OAK","5","16","0","1","0","0","6.3%","56.3%",".000",".200",".071",".188",".071",".144","","-10","-0.2","-2.2","1.3","0.0","18083"
"Terrin Vavra","BAL","21","57","0","8","7","0","12.3%","24.6%",".063",".306",".229",".316",".292",".275","","77","-0.4","-1.8","-0.4","0.0","24400"
"Greg Allen","PIT","32","102","1","11","6","6","8.8%","27.5%",".067",".250",".180",".270",".247",".241","","51","1.6","-4.3","0.3","-0.1","16623"
"Erik Gonzalez","MIA","16","41","0","4","3","1","9.8%","29.3%",".027",".280",".189",".268",".216",".228","","45","0.3","-2.4","0.5","-0.1","13369"
"Eguy Rosario","SDP","4","5","0","0","0","0","20.0%","40.0%",".000",".000",".000",".200",".000",".138","","-15","0.0","-0.7","0.0","-0.1","19964"
"Drew Jackson","OAK","3","3","0","0","0","0","0.0%","33.3%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.7","0.1","-0.1","17807"
"Canaan Smith-Njigba","PIT","3","7","0","1","0","0","14.3%","0.0%",".200",".200",".200",".429",".400",".382","","146","-0.2","0.2","-0.9","-0.1","23264"
"Jonathan Aranda","TBR","8","19","0","1","2","0","5.3%","15.8%",".056",".400",".333",".368",".389",".336","","126","-0.4","0.1","-1.2","-0.1","21837"
"Patrick Mazeika","NYM","24","72","1","4","6","0","2.8%","12.5%",".103",".207",".191",".214",".294",".223","","45","-0.1","-4.8","1.8","-0.1","18142"
"Nelson Velazquez","CHC","59","157","6","17","19","4","8.9%","29.9%",".176",".258",".204",".280",".380",".291","","86","0.5","-2.2","-3.7","-0.1","23359"
"Yasmani Grandal","CHW","77","302","4","12","23","1","12.6%","20.5%",".069",".255",".207",".311",".276",".272","","74","-5.2","-13.9","3.9","-0.1","11368"
"Wilmer Difo","ARI","1","3","0","0","0","0","0.0%","33.3%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.8","0.0","-0.1","14320"
"D.J. Stewart","BAL","3","3","0","0","0","0","0.0%","66.7%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.7","0.0","-0.1","17766"
"Donny Sands","PHI","2","3","0","0","0","0","0.0%","33.3%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.7","0.0","-0.1","18603"
"Aramis Garcia","CIN","46","113","1","6","4","0","2.7%","30.1%",".047",".310",".217",".252",".264",".233","","39","-2.2","-10.3","5.9","-0.1","16925"
"Mike Ford","- - -","31","85","2","5","7","0","15.3%","29.4%",".099",".273",".197",".329",".296",".292","","91","0.0","-0.9","-2.5","-0.1","15585"
"Chuckie Robinson","CIN","6","18","1","2","2","0","0.0%","38.9%",".167",".200",".167",".167",".333",".213","","26","0.0","-1.6","0.3","-0.1","19824"
"Sergio Alcantara","- - -","72","165","4","20","18","0","5.5%","23.6%",".127",".245",".207",".252",".333",".256","","61","0.2","-7.4","1.1","-0.1","16417"
"Travis Blankenhorn","NYM","1","3","0","0","0","0","0.0%","33.3%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.7","-0.1","-0.1","18395"
"Payton Henry","MIA","15","35","0","2","4","0","14.3%","22.9%",".000",".200",".143",".314",".143",".241","","54","0.1","-1.8","-0.1","-0.1","22164"
"Ender Inciarte","NYM","11","8","0","1","0","0","0.0%","0.0%",".000",".125",".125",".125",".125",".111","","-31","0.0","-1.2","0.2","-0.1","4922"
"Corbin Carroll","ARI","5","22","0","4","6","0","0.0%","31.8%",".091",".333",".227",".227",".318",".235","","45","0.0","-1.4","-0.1","-0.1","25878"
"Ronnie Dawson","CIN","1","3","0","0","0","0","0.0%","66.7%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.8","-0.1","-0.1","19710"
"Oswald Peraza","NYY","2","4","0","0","0","0","0.0%","25.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-1.0","0.0","-0.1","22823"
"Clint Frazier","CHC","19","45","0","4","1","1","15.6%","24.4%",".081",".308",".216",".356",".297",".306","","95","0.0","-0.2","-2.1","-0.1","15983"
"Kramer Robertson","STL","2","1","0","0","1","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-0.2","-0.6","-0.1","20022"
"Bryan Lavastida","CLE","6","15","0","0","0","0","20.0%","26.7%",".000",".125",".083",".267",".083",".197","","22","-0.1","-1.4","0.1","-0.1","24765"
"Yu Chang","- - -","56","158","3","15","13","0","6.3%","32.3%",".084",".286",".203",".266",".287",".249","","63","0.0","-7.0","1.0","-0.1","14773"
"Wynton Bernard","COL","12","42","0","9","3","3","0.0%","19.0%",".024",".353",".286",".286",".310",".262","","51","-0.1","-2.5","0.3","-0.1","13408"
"Zack Short","DET","6","13","0","2","2","1","15.4%","38.5%",".000",".000",".000",".154",".000",".106","","-42","0.7","-1.4","0.1","-0.1","19562"
"Tony Wolters","LAD","2","4","0","0","0","0","0.0%","75.0%",".000",".000",".000",".000",".000",".000","","-100","0.0","-1.0","0.0","-0.1","11470"
"Zach McKinstry","- - -","33","90","2","10","6","3","7.8%","27.8%",".120",".232",".181",".244",".301",".244","","54","1.2","-3.7","-0.3","-0.1","19392"
"Jose Godoy","- - -","7","12","0","2","1","0","16.7%","25.0%",".000",".000",".000",".167",".000",".115","","-25","0.1","-1.8","0.5","-0.1","15808"
"Mark Contreras","MIN","12","26","2","5","4","0","0.0%","34.6%",".240",".067",".120",".115",".360",".193","","21","0.1","-2.2","0.4","-0.1","20122"
"Manny Pina","ATL","5","17","0","1","2","0","5.9%","5.9%",".000",".143",".143",".235",".143",".187","","12","0.0","-1.8","0.2","-0.1","2829"
"Michael Stefanic","LAA","16","48","0","4","0","0","8.3%","18.8%",".024",".212",".167",".271",".190",".224","","39","0.0","-3.3","0.8","-0.1","25353"
