"Name","Team","W","L","SV","G","GS","IP","K/9","BB/9","HR/9","BABIP","LOB%","GB%","HR/FB","vFA (pi)","ERA","xERA","FIP","xFIP","WAR","playerid"
"Nick Martinez","SDP","2","2","0","6","6","30.2","8.80","4.40","1.76",".295","82.0%","46.4%","20.0%","93.0","4.40","","5.26","4.04","-0.1","12730"
"Matt Bush","TEX","1","1","1","14","2","12.1","10.95","1.46","2.19",".242","74.1%","32.4%","20.0%","97.0","3.65","","4.81","3.30","-0.1","1246"
"Mike Mayers","LAA","1","0","0","12","0","11.2","5.40","3.86","1.54",".229","75.8%","29.7%","11.8%","94.2","4.63","","5.68","5.43","-0.1","15451"
"Kyle Crick","CHW","1","0","0","7","0","6.0","7.50","10.50","0.00",".313","71.4%","31.3%","0.0%","92.7","6.00","","5.94","6.84","-0.1","13182"
"Kirk McCarty","CLE","0","0","0","1","0","3.0","9.00","6.00","6.00",".250","62.5%","30.0%","40.0%","92.0","12.00","","11.77","5.37","-0.1","20555"
"Brian Moran","LAA","0","0","0","1","0","0.1","0.00","27.00","27.00",".667","76.9%","25.0%","100.0%","84.5","54.00","","51.10","16.18","-0.1","9646"
"Spencer Patton","TEX","0","0","0","7","0","7.0","6.43","3.86","1.29",".167","78.9%","52.6%","14.3%","92.4","3.86","","5.68","5.18","-0.1","12361"
"Wil Myers","SDP","0","0","0","1","0","1.0","0.00","0.00","18.00",".000","100.0%","0.0%","40.0%","63.4","18.00","","29.10","9.89","-0.1","10047"
"Garrett Richards","TEX","1","1","0","10","2","12.1","9.49","5.11","1.46",".276","65.8%","41.9%","16.7%","94.2","5.84","","5.05","4.26","-0.1","9784"
"Hyun-Jin Ryu","TOR","0","0","0","3","3","12.0","6.00","2.25","2.25",".308","43.5%","54.8%","23.1%","90.3","9.00","","5.77","3.99","-0.1","14444"
"Mark Melancon","ARI","0","5","7","14","0","11.2","3.09","3.86","0.77",".396","48.8%","51.0%","7.7%","90.8","8.49","","5.08","5.47","-0.1","4264"
"Oliver Perez","ARI","1","1","0","7","0","4.0","2.25","2.25","2.25",".350","11.6%","40.0%","11.1%","87.5","15.75","","7.35","7.16","-0.1","1514"
"Colin Poche","TBR","0","0","0","10","0","9.0","7.00","2.00","2.00",".136","100.0%","16.7%","14.3%","93.6","2.00","","5.10","4.33","-0.1","19403"
"Josh Rogers","WSN","2","2","0","10","3","20.1","5.31","3.10","1.77",".226","72.2%","38.5%","13.3%","90.7","4.87","","5.51","4.96","-0.1","18510"
"Sam Clay","WSN","0","0","0","5","0","4.0","6.75","4.50","2.25",".182","45.5%","83.3%","50.0%","","11.25","","8.60","6.03","-0.1","16279"
"Sean Newcomb","- - -","0","0","0","6","0","8.1","7.56","5.40","2.16",".308","65.6%","32.1%","18.2%","95.2","7.56","","6.34","5.02","-0.1","16943"
"Ryan Pressly","HOU","1","1","4","7","0","6.1","4.26","2.84","1.42",".238","60.6%","45.0%","12.5%","93.1","4.26","","5.16","4.82","-0.1","7005"
"Cristopher Sanchez","PHI","0","1","0","5","1","12.1","8.76","4.38","1.46",".250","67.9%","58.8%","20.0%","","5.84","","5.46","4.45","-0.1","20778"
"Joan Adon","WSN","1","6","0","7","7","32.0","8.16","6.47","1.13",".308","63.7%","44.1%","12.1%","94.7","7.03","","5.45","5.22","-0.1","22925"
"Aaron Civale","CLE","1","3","0","6","6","24.2","9.85","2.92","2.19",".382","44.0%","24.7%","15.0%","90.7","9.85","","5.54","4.58","-0.2","19479"
"Mark Leiter","CHC","0","1","0","4","3","10.1","8.71","6.10","1.74",".310","61.7%","48.4%","20.0%","91.6","7.84","","6.01","4.81","-0.2","15551"
"Miguel Yajure","PIT","1","0","0","6","0","10.1","3.48","5.23","0.87",".375","48.7%","41.5%","6.3%","92.5","11.32","","5.91","6.76","-0.2","21111"
"Taylor Widener","ARI","0","0","0","3","0","3.0","6.00","3.00","3.00",".364","89.3%","16.7%","16.7%","93.9","6.00","","8.10","6.49","-0.2","19266"
"Trevor Richards","TOR","1","0","0","14","0","14.0","10.29","3.86","1.93",".286","81.1%","39.5%","18.8%","93.4","3.86","","4.89","3.66","-0.2","19309"
"Matt Koch","SEA","0","0","0","4","0","4.1","6.23","2.08","4.15",".231","62.5%","20.0%","25.0%","94.0","8.31","","8.41","4.92","-0.2","13420"
"Jake Lemoine","OAK","0","0","0","7","0","11.1","7.15","3.97","1.59",".257","60.6%","40.5%","13.3%","93.4","5.56","","5.13","4.64","-0.2","19785"
"Domingo Acevedo","OAK","0","1","0","16","0","16.2","7.56","2.16","1.62",".298","84.3%","30.0%","14.3%","93.4","3.78","","4.66","4.04","-0.2","17092"
"Sam Howard","PIT","0","0","0","3","0","2.0","4.50","18.00","4.50",".200","89.3%","33.3%","25.0%","91.8","9.00","","16.10","12.32","-0.2","16265"
"Huascar Ynoa","ATL","0","2","0","2","2","6.2","10.80","8.10","2.70",".429","49.3%","52.2%","33.3%","96.7","13.50","","7.30","4.63","-0.2","20468"
"Jacob Barnes","DET","3","0","0","13","0","12.0","3.00","2.25","1.50",".158","97.6%","50.0%","12.5%","95.0","2.25","","5.35","5.00","-0.2","12323"
"Ronald Bolanos","KCR","0","0","0","5","0","13.0","6.23","6.92","1.38",".263","93.8%","50.0%","13.3%","93.6","2.77","","6.03","5.59","-0.2","20041"
"Ralph Garza","TBR","0","0","0","3","0","6.0","1.50","6.00","1.50",".158","65.8%","30.0%","11.1%","91.2","6.00","","7.44","7.31","-0.2","17682"
"Aaron Fletcher","PIT","0","1","0","8","0","8.2","6.23","3.12","2.08",".286","53.0%","46.7%","18.2%","","9.35","","6.80","5.52","-0.2","22052"
"Aaron Brooks","STL","0","0","0","5","0","9.1","6.75","1.93","2.89",".267","61.2%","39.4%","23.1%","93.8","7.71","","6.75","4.46","-0.2","12272"
"T.J. McFarland","STL","0","0","0","12","0","11.0","4.91","3.27","1.64",".343","67.9%","48.6%","22.2%","","6.55","","5.74","4.49","-0.2","3237"
"Lucas Gilbreath","COL","0","0","0","6","0","5.0","9.00","10.80","1.80",".444","51.3%","57.9%","33.3%","93.0","16.20","","8.50","6.72","-0.2","21290"
"Glenn Otto","TEX","1","1","0","4","4","18.1","7.85","4.91","1.96",".240","65.4%","43.4%","25.0%","92.7","6.38","","6.00","4.34","-0.2","21366"
"Tyler Matzek","ATL","0","1","0","13","0","10.2","8.44","7.59","0.84",".200","57.7%","34.6%","7.1%","94.8","5.06","","5.54","6.11","-0.2","10058"
"Dylan Coleman","KCR","1","1","0","14","0","12.1","11.68","8.03","1.46",".154","72.4%","25.0%","12.5%","97.6","2.19","","5.54","5.19","-0.2","22276"
"Trevor May","NYM","1","0","1","8","0","8.1","5.40","3.24","2.16",".355","60.6%","39.4%","14.3%","96.1","8.64","","6.10","5.27","-0.2","6398"
"Elvis Peguero","LAA","0","0","0","2","0","1.1","0.00","6.75","13.50",".200","83.3%","28.6%","50.0%","94.5","20.25","","24.85","9.43","-0.2","21652"
"Brett Phillips","TBR","0","0","0","2","0","3.0","0.00","6.00","9.00",".385","34.5%","18.8%","30.0%","","24.00","","18.10","9.63","-0.2","14735"
"Carlos Hernandez","KCR","0","3","0","6","6","26.2","4.39","5.06","1.35",".361","54.7%","41.0%","10.3%","95.8","9.11","","5.88","5.92","-0.2","22713"
"Hansel Robles","BOS","1","1","1","13","0","13.1","6.75","4.05","1.35",".162","62.5%","35.9%","11.8%","96.3","2.70","","4.90","4.69","-0.2","11801"
"Jose Suarez","LAA","0","2","0","4","4","17.0","7.94","5.82","2.12",".300","73.8%","24.5%","17.4%","93.2","6.35","","6.34","5.12","-0.2","19911"
"Kolby Allard","TEX","0","2","0","5","0","10.0","6.30","2.70","2.70",".214","76.9%","32.3%","30.0%","91.6","5.40","","6.50","3.96","-0.2","18694"
"Gregory Soto","DET","1","2","5","12","0","10.1","8.71","6.97","0.87",".308","73.9%","44.4%","8.3%","98.6","3.48","","5.33","5.65","-0.2","19677"
"Phil Maton","HOU","0","1","0","15","0","15.2","5.74","2.87","1.15",".294","77.6%","31.4%","10.5%","91.0","4.02","","5.21","5.20","-0.2","18064"
"Matt Brash","SEA","1","3","0","5","5","20.0","8.55","7.65","1.35",".382","66.1%","56.9%","25.0%","96.3","7.65","","5.85","4.72","-0.2","25756"
"Elieser Hernandez","MIA","2","2","0","6","6","29.2","8.49","2.73","2.43",".291","67.1%","32.6%","16.3%","91.3","6.37","","5.83","4.57","-0.2","16933"
"Dinelson Lamet","SDP","0","1","0","10","0","8.1","10.80","7.56","2.16",".364","52.6%","26.1%","16.7%","95.2","9.72","","6.70","5.54","-0.2","17186"
"Bryce Elder","ATL","1","3","0","4","4","19.0","5.68","6.63","1.42",".263","79.9%","51.7%","15.8%","","4.74","","6.26","5.57","-0.2","27779"
"Travis Lakins Sr.","BAL","0","1","0","6","0","10.1","6.97","5.23","2.61",".344","59.5%","34.3%","20.0%","94.3","9.58","","7.36","5.56","-0.2","18600"
"Tommy Kahnle","LAD","0","0","0","4","0","4.0","11.25","4.50","4.50",".167","93.8%","42.9%","66.7%","95.5","6.75","","9.35","3.87","-0.2","11384"
"Javy Guerra","- - -","0","0","0","7","0","7.1","4.91","4.91","3.68",".296","55.6%","40.0%","27.3%","97.5","11.05","","8.97","5.69","-0.2","17292"
"Dereck Rodriguez","MIN","0","0","0","1","0","4.0","4.50","6.75","6.75",".091","100.0%","50.0%","42.9%","92.0","6.75","","14.10","6.73","-0.2","14509"
"J.B. Wendelken","ARI","0","1","0","10","0","10.1","5.23","3.48","1.74",".324","65.8%","52.8%","33.3%","94.2","6.97","","5.91","4.18","-0.3","14506"
"Jake Diekman","BOS","0","0","1","14","0","10.2","13.50","6.75","1.69",".300","85.5%","36.4%","22.2%","95.6","3.38","","5.35","4.06","-0.3","5003"
"Tommy Romero","TBR","0","0","0","2","1","3.2","9.82","12.27","4.91",".143","76.9%","22.2%","33.3%","90.5","9.82","","12.10","7.24","-0.3","23465"
"Carlos Estevez","COL","1","1","0","13","0","11.1","5.56","3.97","2.38",".324","82.3%","36.8%","18.8%","96.5","5.56","","6.63","5.11","-0.3","14542"
"Luis Perdomo","MIL","0","0","0","3","0","3.0","3.00","6.00","3.00",".273","87.0%","50.0%","25.0%","","6.00","","8.77","6.25","-0.3","14682"
"Bryan Shaw","CLE","1","0","0","15","0","10.2","3.38","4.22","1.69",".250","68.2%","52.6%","15.4%","92.8","5.91","","6.20","5.42","-0.3","8110"
"Phillip Diehl","CIN","0","0","0","5","0","5.2","4.76","4.76","4.76",".263","58.8%","22.7%","23.1%","91.5","11.12","","10.52","6.75","-0.3","20030"
"Robert Suarez","SDP","2","1","0","14","0","15.1","10.57","4.70","1.76",".161","78.1%","35.3%","20.0%","97.5","4.11","","5.06","3.85","-0.3","30115"
"Matthew Festa","SEA","0","0","0","11","0","12.0","15.00","3.75","3.75",".304","90.0%","28.6%","33.3%","93.4","5.25","","6.44","2.72","-0.3","19330"
"Beau Brieske","DET","0","2","0","4","4","21.0","4.71","4.29","2.14",".164","83.3%","33.3%","13.9%","94.5","3.86","","6.58","5.81","-0.3","26079"
"Ryan Burr","CHW","0","1","0","5","0","6.0","6.00","6.00","3.00",".188","64.5%","55.6%","33.3%","94.8","6.00","","8.10","5.13","-0.3","17536"
"Jake Brentz","KCR","0","3","0","8","0","5.1","15.19","18.56","1.69",".588","34.0%","29.4%","25.0%","96.3","23.63","","8.35","6.94","-0.3","17783"
"Anthony Bender","MIA","0","3","6","14","0","13.0","8.31","2.77","2.08",".294","85.9%","56.8%","30.0%","98.1","4.15","","5.18","3.23","-0.3","19742"
"Reiver Sanmartin","CIN","0","4","0","5","4","16.1","5.51","4.96","2.20",".400","38.2%","46.9%","25.0%","89.5","13.78","","6.72","4.86","-0.3","19754"
"Emilio Pagan","MIN","0","1","4","11","0","10.2","11.81","8.44","1.69",".174","90.9%","37.5%","22.2%","94.7","1.69","","5.73","4.44","-0.3","14771"
"Chris Archer","MIN","0","1","0","6","6","22.1","8.87","4.84","2.42",".250","85.4%","34.8%","20.0%","93.7","4.43","","6.24","4.57","-0.3","6345"
"Keynan Middleton","ARI","1","1","0","4","0","3.0","12.00","0.00","6.00",".000","100.0%","14.3%","40.0%","96.4","6.00","","9.10","2.70","-0.3","15264"
"Yohan Ramirez","SEA","1","0","0","7","0","8.1","10.80","6.48","3.24",".211","74.1%","18.2%","21.4%","94.2","7.56","","8.26","5.87","-0.3","19444"
"Will Smith","ATL","0","1","1","14","0","13.2","7.24","3.29","2.63",".135","23.8%","37.5%","19.0%","91.8","3.95","","6.40","4.68","-0.3","8048"
"Ethan Roberts","CHC","0","1","0","9","0","7.2","10.57","7.04","3.52",".368","78.1%","36.4%","42.9%","93.7","8.22","","8.58","4.74","-0.3","24930"
"Albert Abreu","TEX","0","0","0","6","0","7.2","9.39","12.91","2.35",".125","98.5%","50.0%","28.6%","97.6","3.52","","9.10","6.95","-0.4","17485"
"Caleb Smith","ARI","0","1","0","6","1","9.1","11.57","7.71","3.86",".292","59.7%","25.9%","22.2%","91.7","9.64","","8.68","5.72","-0.4","14875"
"Greg Holland","TEX","0","1","0","5","0","4.2","9.64","1.93","5.79",".273","71.4%","50.0%","75.0%","93.8","7.71","","9.96","2.77","-0.4","7196"
"Jonathan Loaisiga","NYY","1","1","0","14","0","13.2","7.90","5.27","1.98",".212","65.2%","47.2%","25.0%","98.0","5.93","","5.96","4.30","-0.4","19753"
"Nick Sandlin","CLE","3","1","0","12","0","12.1","4.38","5.84","1.46",".171","83.3%","52.8%","14.3%","94.4","3.65","","6.19","5.62","-0.4","20517"
"Tayler Saucedo","TOR","0","0","0","4","0","2.2","0.00","3.38","10.13",".273","100.0%","50.0%","60.0%","93.0","13.50","","18.85","6.78","-0.4","17888"
"Marco Gonzales","SEA","1","4","0","7","7","32.0","6.19","3.66","2.25",".272","74.7%","40.9%","19.0%","88.7","3.38","","6.29","4.82","-0.5","15467"
"Ryan Thompson","TBR","1","2","2","15","0","12.1","7.30","2.92","2.92",".229","67.3%","48.7%","25.0%","91.4","5.11","","6.67","4.22","-0.5","16647"
"Spencer Howard","TEX","0","1","0","3","1","6.2","16.20","2.70","8.10",".333","83.3%","33.3%","66.7%","95.9","12.15","","12.10","2.24","-0.5","23252"
"Genesis Cabrera","STL","1","1","0","13","0","14.0","7.07","2.57","2.57",".189","100.0%","46.3%","23.5%","96.2","2.57","","6.53","4.47","-0.5","17490"
"Chris Mazza","TBR","1","0","0","2","0","5.1","8.44","10.13","5.06",".316","54.7%","40.9%","37.5%","91.3","11.81","","13.04","7.77","-0.5","14151"
"Dauri Moreta","CIN","0","1","0","15","1","13.2","10.54","3.95","4.61",".250","60.6%","17.9%","28.0%","95.7","9.88","","9.18","5.00","-0.5","21101"
"Kris Bubic","KCR","0","3","0","6","5","13.1","6.75","7.43","3.38",".333","47.8%","38.3%","29.4%","91.6","12.83","","8.95","5.81","-0.6","21455"
"Vladimir Gutierrez","CIN","0","5","0","6","6","26.0","6.58","6.58","2.08",".333","65.8%","38.6%","16.2%","92.7","8.65","","7.53","6.46","-0.6","19278"
"Hunter Greene","CIN","1","5","0","6","6","26.0","12.12","5.19","3.81",".323","76.7%","27.6%","27.5%","98.7","7.62","","7.76","4.35","-0.6","22182"
"Adam Oller","OAK","0","3","0","4","4","14.2","6.75","6.75","3.68",".319","48.8%","34.0%","25.0%","93.8","12.27","","9.38","6.28","-0.6","20132"
"Heath Hembree","PIT","2","0","0","15","0","12.0","6.00","6.00","3.75",".235","78.6%","23.1%","25.0%","94.5","7.50","","9.19","6.03","-0.7","11632"
