"Name","Team","W","L","SV","G","GS","IP","K/9","BB/9","HR/9","BABIP","LOB%","GB%","HR/FB","vFA (pi)","ERA","xERA","FIP","xFIP","WAR","playerid"
"Ty Blach","COL","1","0","1","24","1","44.1","5.89","2.23","0.81",".320","59.9%","43.0%","7.0%","91.2","5.89","4.08","3.86","4.59","0.3","14361"
"Brett Martin","TEX","1","7","3","55","1","50.0","7.20","3.24","0.72",".307","65.7%","50.7%","9.8%","93.6","4.14","3.83","3.63","3.81","0.3","17369"
"Joel Kuhnel","CIN","2","3","1","53","0","58.0","8.69","2.17","1.24",".343","60.2%","52.2%","15.1%","96.3","6.36","3.78","3.96","3.52","0.3","19995"
"Aaron Bummer","CHW","2","1","2","32","0","26.2","10.13","3.38","0.68",".384","79.1%","63.5%","18.2%","","2.36","3.97","3.19","2.82","0.3","16258"
"Ryne Nelson","ARI","1","1","0","3","3","18.1","7.85","2.95","0.98",".156","90.2%","23.4%","6.9%","94.5","1.47","2.24","3.77","4.69","0.3","26253"
"Matt Strahm","BOS","4","4","4","50","0","44.2","10.48","3.43","1.01",".289","67.9%","36.8%","9.4%","94.3","3.83","3.34","3.72","4.02","0.3","13799"
"Manny Banuelos","- - -","2","1","1","35","0","41.0","9.22","4.61","0.44",".280","62.0%","54.2%","6.3%","93.8","4.39","3.70","3.45","3.98","0.3","5365"
"Scott Alexander","SFG","0","0","2","17","4","17.1","5.19","0.52","0.52",".216","94.8%","74.0%","16.7%","","1.04","2.35","2.88","2.64","0.3","10591"
"Edward Cabrera","MIA","6","4","0","14","14","71.2","9.42","4.14","1.26",".207","86.1%","45.3%","15.4%","96.0","3.01","4.05","4.59","4.12","0.3","21690"
"Pierce Johnson","SDP","1","2","0","15","0","14.1","13.19","5.02","0.63",".382","68.0%","54.3%","11.1%","94.7","5.02","2.64","2.76","2.79","0.3","13435"
"Jordan Hicks","STL","3","6","0","35","8","61.1","9.24","5.14","0.73",".268","67.9%","57.6%","13.2%","98.0","4.84","3.91","4.17","4.03","0.3","19618"
"Steven Wilson","SDP","4","2","1","50","1","53.0","9.00","3.40","1.19",".221","79.3%","23.5%","8.9%","95.1","3.06","2.83","4.13","4.62","0.3","20353"
"Konnor Pilkington","CLE","1","2","0","15","11","58.0","7.76","4.97","0.93",".280","72.5%","39.9%","9.0%","92.2","3.88","4.81","4.49","4.86","0.3","21453"
"Ken Waldichuk","OAK","2","2","0","7","7","34.2","8.57","2.60","1.30",".287","69.2%","35.4%","11.6%","94.1","4.93","4.59","4.30","4.26","0.3","27681"
"Brad Hand","PHI","3","2","5","55","0","45.0","7.60","4.60","0.40",".271","75.9%","40.3%","4.3%","92.8","2.80","4.40","3.94","4.90","0.3","9111"
"A.J. Puk","OAK","4","3","4","62","0","66.1","10.31","3.12","0.95",".279","77.4%","43.4%","11.5%","96.9","3.12","3.70","3.69","3.68","0.3","19343"
"Sean Doolittle","WSN","0","0","0","6","0","5.1","10.13","0.00","0.00",".091","100.0%","27.3%","0.0%","93.5","0.00","1.07","0.86","3.08","0.3","1581"
"Fernando Cruz","CIN","0","1","0","14","2","14.2","12.89","5.52","0.61",".250","90.9%","35.5%","7.7%","94.5","1.23","3.34","3.18","3.61","0.3","7048"
"Dustin May","LAD","2","3","0","6","6","30.0","8.70","4.20","0.90",".237","64.2%","51.3%","13.0%","98.1","4.50","3.67","4.38","4.21","0.3","19716"
"Tanner Banks","CHW","2","0","0","35","0","53.0","8.32","3.06","0.85",".257","66.7%","46.6%","11.1%","93.1","3.06","4.08","3.57","3.60","0.3","16990"
"Mark Leiter","CHC","2","7","3","35","4","67.2","9.71","3.33","1.33",".251","74.3%","48.9%","17.5%","91.2","3.99","3.91","4.30","3.62","0.3","15551"
"Tanner Rainey","WSN","1","3","12","29","0","30.0","10.80","3.90","1.50",".284","71.9%","31.6%","12.5%","97.0","3.30","3.97","4.18","3.99","0.3","17610"
"Garrett Richards","TEX","1","1","1","32","2","42.2","7.59","2.74","0.63",".315","57.3%","52.6%","7.5%","94.4","5.27","4.40","3.46","3.94","0.3","9784"
"Austin Davis","- - -","2","1","0","52","3","56.0","10.29","5.30","0.80",".331","63.6%","33.5%","7.4%","94.2","5.79","4.59","4.02","4.66","0.2","17117"
"Adrian Morejon","SDP","5","1","0","26","0","34.0","7.41","2.38","1.06",".273","65.0%","32.4%","7.8%","96.7","4.24","3.94","3.88","4.57","0.2","20039"
"Lou Trivino","- - -","2","8","11","64","0","53.2","11.24","4.02","1.01",".389","73.0%","52.6%","14.3%","95.7","4.53","4.37","3.63","3.34","0.2","15043"
"Robert Stephenson","- - -","2","2","0","58","0","58.0","8.53","2.17","1.55",".317","60.9%","28.6%","12.0%","96.9","5.43","4.78","4.23","4.11","0.2","13594"
"Tommy Nance","MIA","2","3","0","35","2","43.2","11.75","4.33","1.03",".367","76.2%","46.4%","14.7%","93.8","4.33","3.94","3.71","3.37","0.2","19178"
"Archie Bradley","LAA","0","1","2","21","0","18.2","7.23","3.38","0.48",".291","48.7%","57.1%","6.7%","94.0","4.82","3.36","3.33","3.82","0.2","12918"
"Zach Thompson","PIT","3","10","0","29","22","121.2","6.66","3.40","1.41",".309","69.2%","45.3%","14.5%","92.4","5.18","5.14","4.87","4.44","0.2","16094"
"Aaron Sanchez","- - -","3","4","0","15","10","60.0","6.15","2.25","1.20",".357","59.9%","52.8%","13.8%","92.6","6.60","4.53","4.48","4.18","0.2","11490"
"Andre Jackson","LAD","0","0","1","4","0","9.2","8.38","3.72","0.00",".310","76.9%","50.0%","0.0%","95.0","1.86","3.34","2.49","4.02","0.2","21298"
"Phoenix Sanders","TBR","0","0","0","8","0","14.2","7.36","1.84","0.00",".286","66.7%","41.5%","0.0%","89.8","3.07","4.37","2.09","3.71","0.2","20541"
"Cole Ragans","TEX","0","3","0","9","9","40.0","6.08","3.60","1.35",".296","69.2%","36.2%","11.8%","92.1","4.95","4.78","4.91","4.85","0.2","21846"
"Wyatt Mills","- - -","0","1","0","27","0","29.1","7.98","3.99","0.31",".301","68.1%","42.2%","3.4%","92.4","4.60","4.40","3.62","4.65","0.2","20010"
"Jeff Brigham","MIA","0","1","1","16","0","24.0","10.50","3.75","1.13",".317","79.1%","19.4%","10.0%","94.7","3.38","3.94","3.65","3.88","0.2","16631"
"Rony Garcia","DET","3","3","0","16","8","51.0","8.47","2.29","1.59",".235","67.6%","31.2%","13.6%","93.0","4.41","6.33","4.52","4.15","0.2","20430"
"Louie Varland","MIN","1","2","0","5","5","26.0","7.27","2.08","1.38",".297","80.3%","35.9%","12.5%","93.8","3.81","4.56","4.31","4.13","0.2","27691"
"Jeff Hoffman","CIN","2","0","0","35","1","44.2","9.07","4.63","1.01",".289","74.6%","28.6%","7.5%","94.4","3.83","4.20","4.30","5.07","0.2","17432"
"Justin Wilson","CIN","0","1","0","5","0","3.2","17.18","0.00","0.00",".500","66.7%","50.0%","0.0%","95.3","2.45","1.46","-0.71","0.10","0.2","4301"
"Trevor Richards","TOR","3","2","0","62","4","64.0","11.53","4.92","1.27",".312","64.7%","34.0%","11.8%","93.4","5.34","4.62","4.07","4.00","0.2","19309"
"Dinelson Lamet","- - -","1","2","0","32","0","32.1","12.53","5.29","1.11",".338","63.3%","34.2%","12.5%","95.4","6.12","4.56","4.07","3.93","0.2","17186"
"Kyle Barraclough","LAA","0","1","0","8","0","9.0","9.00","4.00","0.00",".292","72.7%","25.0%","0.0%","93.3","3.00","4.40","2.45","4.26","0.2","13713"
"Seth Lugo","NYM","3","2","3","62","0","65.0","9.55","2.49","1.25",".283","79.8%","45.6%","13.2%","94.4","3.60","3.46","3.76","3.51","0.2","12447"
"Yonny Chirinos","TBR","1","0","0","2","1","7.0","7.71","1.29","0.00",".318","100.0%","72.7%","0.0%","92.3","0.00","3.01","2.26","3.10","0.2","16401"
"Mychal Givens","- - -","7","3","2","59","1","61.1","10.42","3.67","1.17",".318","78.9%","42.8%","13.8%","93.6","3.38","3.70","3.96","3.67","0.2","10430"
"Matt Wisler","TBR","3","3","1","39","5","44.0","7.16","2.86","1.23",".198","73.0%","24.8%","8.3%","90.0","2.25","3.24","4.25","4.90","0.2","12804"
"Janson Junk","LAA","1","1","0","3","2","8.1","11.88","3.24","1.08",".409","60.3%","60.9%","20.0%","92.7","6.48","3.24","3.11","2.44","0.2","23301"
"Max Kranick","PIT","0","0","0","2","0","5.0","7.20","5.40","0.00",".250","100.0%","25.0%","0.0%","95.4","0.00","2.17","3.31","5.09","0.2","22175"
"Tony Santillan","CIN","0","1","4","21","0","19.2","9.61","5.49","0.46",".379","66.5%","29.8%","4.3%","96.3","5.49","4.56","4.08","5.15","0.2","19926"
"Matt Foster","CHW","1","2","1","48","0","45.0","8.40","3.40","1.20",".289","67.8%","31.1%","9.8%","93.9","4.40","4.20","4.11","4.39","0.2","19647"
"Chris Sale","BOS","0","1","0","2","2","5.2","7.94","1.59","0.00",".278","57.1%","50.0%","0.0%","94.9","3.18","4.08","2.41","3.19","0.2","10603"
"Luis Gil","NYY","0","0","0","1","1","4.0","11.25","4.50","0.00",".417","42.9%","41.7%","0.0%","97.2","9.00","3.49","2.11","3.22","0.2","21052"
"Jake Cousins","MIL","2","1","0","12","0","13.1","14.18","5.40","0.68",".333","86.0%","46.4%","9.1%","95.8","2.70","3.24","3.19","3.43","0.2","21620"
"Joel Payamps","- - -","3","6","0","41","0","55.2","6.63","2.59","1.13",".303","79.2%","52.8%","12.7%","94.9","3.23","3.86","4.24","4.07","0.2","14332"
"Denyi Reyes","BAL","0","0","0","3","1","7.2","3.52","1.17","0.00",".296","77.8%","44.4%","0.0%","92.9","2.35","2.24","2.72","4.65","0.2","20526"
"Carl Edwards Jr.","WSN","6","3","2","57","0","62.0","8.13","3.63","1.16",".259","83.6%","47.7%","12.5%","94.6","2.76","3.31","4.24","4.09","0.1","13607"
"Humberto Castellanos","ARI","3","2","0","11","9","44.1","6.50","2.44","1.42",".309","65.8%","33.3%","12.1%","89.4","5.68","5.35","4.80","4.69","0.1","21183"
"Kevin Herget","TBR","0","1","0","3","0","7.0","5.14","0.00","0.00",".346","33.3%","34.6%","0.0%","92.1","7.71","2.90","1.97","4.72","0.1","15369"
"Sean Hjelle","SFG","1","2","0","8","0","25.0","10.08","2.88","1.08",".400","60.8%","59.0%","23.1%","91.9","5.76","4.23","3.51","2.72","0.1","21481"
"Kyle Crick","CHW","2","0","0","14","0","15.2","10.91","6.32","0.00",".294","69.6%","32.4%","0.0%","92.3","4.02","4.37","3.18","4.12","0.1","13182"
"Tyler Glasnow","TBR","0","0","0","2","2","6.2","13.50","2.70","1.35",".231","100.0%","35.7%","14.3%","97.6","1.35","5.75","2.96","2.57","0.1","14374"
"Cooper Criswell","TBR","0","0","0","1","1","3.1","10.80","2.70","0.00",".250","66.7%","62.5%","0.0%","","2.70","1.13","1.61","2.95","0.1","24975"
"Logan Allen","- - -","1","0","0","7","0","7.2","8.22","5.87","0.00",".444","72.2%","44.4%","0.0%","92.1","5.87","6.37","3.63","5.57","0.1","18555"
"Reyes Moronta","- - -","2","2","2","39","0","37.2","9.08","4.30","1.19",".255","69.8%","31.7%","9.3%","95.3","4.30","3.27","4.41","4.81","0.1","14966"
"Jake Fishman","MIA","0","0","0","7","0","11.0","4.91","0.00","0.00",".333","68.8%","46.2%","0.0%","","4.09","4.17","2.84","4.19","0.1","20060"
"Mark Melancon","ARI","3","10","18","62","0","56.0","5.63","3.38","0.80",".314","61.5%","44.1%","8.3%","91.2","4.66","4.78","4.20","4.63","0.1","4264"
"Joan Adon","WSN","1","12","0","14","14","64.2","7.65","5.43","1.11",".337","61.9%","47.8%","11.8%","95.0","7.10","6.01","5.11","5.06","0.1","22925"
"Jhon Romero","MIN","0","0","0","4","0","5.0","10.80","1.80","0.00",".529","80.0%","70.6%","0.0%","94.4","3.60","2.59","1.31","1.61","0.1","19940"
"Daniel Mengden","KCR","0","1","1","5","1","7.0","10.29","1.29","1.29",".409","62.5%","34.8%","12.5%","92.5","5.14","5.38","3.11","2.95","0.1","16980"
"Beau Brieske","DET","3","6","0","15","15","81.2","5.95","2.76","1.54",".241","75.6%","37.5%","12.5%","94.4","4.19","5.60","4.97","4.78","0.1","26079"
"Ryan Tepera","LAA","5","4","6","59","0","57.1","7.38","3.14","1.10",".224","68.3%","41.0%","11.1%","92.8","3.61","3.24","4.21","4.25","0.1","10291"
"Gabe Speier","KCR","0","1","0","17","1","19.1","6.52","2.33","0.93",".250","87.9%","45.6%","8.7%","93.7","2.33","2.76","3.79","4.20","0.1","17170"
"Cody Morris","CLE","1","2","0","7","5","23.2","8.75","4.56","1.14",".290","86.8%","35.4%","12.5%","94.7","2.28","4.94","4.34","4.19","0.1","25388"
"James Norwood","PHI","1","0","0","20","0","17.1","11.42","4.67","1.04",".423","53.0%","33.3%","10.5%","96.8","8.31","4.43","3.63","3.76","0.1","16440"
"Jhonathan Diaz","LAA","1","1","0","4","3","15.1","6.46","5.87","0.59",".273","83.3%","51.1%","7.1%","91.5","2.93","4.84","4.48","4.99","0.1","20298"
"Jordan Weems","WSN","0","1","0","32","0","39.2","9.30","2.72","1.59",".264","61.8%","33.9%","13.0%","96.8","5.22","3.39","4.25","3.97","0.1","13190"
"Matthew Boyd","SEA","2","0","0","10","0","13.1","8.78","5.40","0.00",".161","85.7%","41.4%","0.0%","92.7","1.35","2.70","3.19","4.41","0.1","15440"
"Jose Cisnero","DET","1","0","0","28","0","25.0","8.28","6.84","0.00",".242","88.6%","37.1%","0.0%","95.7","1.08","3.91","3.67","5.09","0.1","6399"
"Julian Merryweather","TOR","0","3","0","26","1","26.2","7.76","2.36","1.35",".325","58.1%","48.2%","11.8%","97.4","6.75","4.49","4.35","4.29","0.1","16703"
"Parker Mushinski","HOU","0","0","0","7","0","7.1","9.82","3.68","0.00",".278","66.7%","50.0%","0.0%","92.3","3.68","4.05","2.57","3.58","0.1","21324"
"Matt Barnes","BOS","0","4","8","44","0","39.2","7.71","4.76","0.45",".293","66.4%","45.3%","4.3%","95.2","4.31","4.28","3.87","4.97","0.1","12863"
"Mauricio Llovera","SFG","0","0","0","17","1","16.1","11.02","4.41","1.10",".286","72.9%","46.5%","12.5%","95.3","4.41","2.76","3.73","3.58","0.1","20080"
"Shane Baz","TBR","1","2","0","6","6","27.0","10.00","3.00","1.67",".306","73.3%","42.9%","19.2%","96.0","5.00","4.23","4.41","3.43","0.1","22264"
"Luis Ortiz","SFG","0","0","0","6","0","8.2","6.23","3.12","0.00",".208","87.5%","41.7%","0.0%","94.9","1.04","3.15","2.77","4.48","0.1","16942"
"Yerry De Los Santos","PIT","0","3","3","26","0","25.2","9.12","3.86","1.05",".268","53.7%","52.8%","12.0%","95.2","4.91","4.68","4.01","3.93","0.1","21420"
"Casey Mize","DET","0","1","0","2","2","10.0","3.60","1.80","0.90",".316","66.2%","36.8%","5.6%","94.0","5.40","5.97","4.21","5.58","0.1","20492"
"Zack Thompson","STL","1","1","1","22","1","34.2","7.01","3.63","0.78",".185","83.9%","53.7%","10.7%","94.8","2.08","3.72","3.89","3.96","0.1","25918"
"Steven Brault","CHC","0","0","0","9","0","9.0","8.00","5.00","0.00",".320","71.4%","44.0%","0.0%","91.2","3.00","2.85","3.34","5.31","0.1","15291"
"Tayler Scott","SDP","0","1","0","8","0","12.0","9.75","4.50","0.75",".462","63.6%","45.0%","8.3%","94.1","6.75","4.87","3.53","3.93","0.1","13652"
"Hyun-Jin Ryu","TOR","2","0","0","6","6","27.0","5.33","1.33","1.67",".307","65.5%","45.7%","14.7%","89.4","5.67","5.24","4.78","4.24","0.1","14444"
"David Price","LAD","2","0","2","40","0","40.1","8.26","2.01","1.34",".278","93.3%","55.8%","17.1%","92.5","2.45","3.83","3.88","3.23","0.1","3184"
"Trevor May","NYM","2","0","1","26","0","25.0","10.80","3.24","1.44",".338","72.4%","29.2%","12.1%","96.2","5.04","3.64","3.87","3.75","0.1","6398"
"Mark Appel","PHI","0","0","0","6","0","10.1","4.35","2.61","0.00",".281","83.3%","56.3%","0.0%","94.7","1.74","3.12","3.02","4.31","0.1","14823"
"Josh Winder","MIN","4","6","0","15","11","67.0","6.31","2.42","1.48",".282","71.8%","35.0%","11.2%","94.3","4.70","5.21","4.87","4.91","0.1","24606"
"Nick Wittgren","STL","1","0","1","29","0","29.0","5.28","3.10","0.31",".333","63.0%","43.0%","2.9%","91.6","5.90","4.20","3.84","5.12","0.1","15594"
"Michael Plassmeyer","PHI","0","1","0","2","0","7.1","8.59","1.23","1.23",".400","81.4%","42.9%","20.0%","89.3","3.68","5.35","3.39","2.62","0.1","23191"
"Matt Bush","- - -","2","3","3","65","6","59.2","11.16","2.72","1.66",".232","67.9%","40.1%","17.2%","97.4","3.47","2.64","4.09","3.28","0.1","1246"
"Jaime Barria","LAA","3","3","0","35","1","79.1","6.13","2.16","1.25",".227","80.5%","40.9%","11.3%","92.1","2.61","4.11","4.39","4.39","0.1","18356"
"Luis Castillo","DET","0","0","0","3","0","3.2","9.82","0.00","0.00",".200","100.0%","70.0%","0.0%","93.8","0.00","2.20","0.93","1.74","0.1","20638"
"Juan Minaya","MIN","1","0","0","6","0","9.2","10.24","4.66","0.00",".308","62.5%","50.0%","0.0%","93.8","5.59","3.17","3.32","4.55","0.1","10341"
"Daniel Castano","MIA","1","3","0","10","7","35.2","5.05","2.27","1.26",".308","71.7%","45.9%","14.3%","91.7","4.04","4.81","4.74","4.37","0.1","19805"
"Austin Brice","PIT","0","0","0","4","0","6.2","6.75","4.05","0.00",".211","57.1%","52.6%","0.0%","93.9","4.05","2.94","2.96","4.30","0.1","17237"
"Angel Rondon","STL","1","0","0","1","0","5.0","7.20","5.40","0.00",".077","100.0%","23.1%","0.0%","92.9","0.00","3.46","3.31","5.68","0.1","22036"
"Tim Mayza","TOR","8","1","2","63","0","48.2","8.14","2.22","1.29",".271","79.6%","57.9%","25.9%","93.7","3.14","4.17","3.98","2.93","0.1","15042"
"Logan Gillaspie","BAL","1","0","0","17","0","17.1","5.19","1.56","0.52",".328","72.0%","37.3%","5.3%","95.3","3.12","5.53","3.57","4.45","0.1","22461"
"Phil Bickford","LAD","2","1","0","60","0","61.0","9.89","2.07","1.77",".270","69.0%","37.3%","15.6%","94.1","4.72","3.46","4.26","3.57","0.1","18519"
"Marcos Diplan","BAL","0","0","0","5","0","5.2","12.71","7.94","0.00",".286","77.8%","42.9%","0.0%","93.2","1.59","4.37","2.94","3.72","0.1","17583"
"Josh Sborz","TEX","1","0","0","19","1","22.1","12.90","4.43","1.61",".396","65.8%","29.8%","17.4%","97.0","6.45","4.97","4.05","3.25","0.1","18323"
"Miguel Castro","NYY","5","0","0","34","0","29.0","9.62","4.66","0.62",".316","69.4%","47.5%","8.0%","","4.03","4.87","3.84","4.22","0.1","15684"
"Drew Hutchison","DET","3","9","0","28","18","105.1","5.81","3.59","1.28",".294","73.0%","40.3%","11.4%","92.7","4.53","5.38","4.93","4.93","0.1","10732"
"Rob Zastryzny","- - -","0","0","0","6","0","4.0","6.75","2.25","0.00",".250","0.0%","41.7%","0.0%","92.2","6.75","1.90","2.36","4.21","0.1","15094"
"Cade Cavalli","WSN","0","1","0","1","1","4.1","12.46","4.15","0.00",".500","36.4%","50.0%","0.0%","95.5","14.54","3.86","3.81","5.51","0.1","27473"
"Chase Anderson","CIN","2","4","0","9","7","24.0","8.63","5.63","1.13",".237","55.2%","51.6%","15.8%","92.1","6.38","3.75","5.07","4.62","0.1","6895"
"Bryce Montes de Oca","NYM","0","0","0","3","0","3.1","16.20","5.40","0.00",".636","55.6%","45.5%","0.0%","","10.80","3.70","1.31","2.20","0.1","21319"
"Mason Thompson","WSN","1","1","1","24","0","24.2","5.47","3.28","0.73",".230","80.2%","53.3%","8.3%","95.6","2.92","3.72","4.17","4.55","0.1","21850"
"Drew Carlton","DET","0","0","0","5","0","8.2","7.27","0.00","1.04",".125","0.0%","48.0%","10.0%","91.5","2.08","3.91","3.00","3.21","0.1","19868"
"Ryan Castellani","OAK","0","0","0","3","0","2.2","3.38","0.00","0.00",".200","50.0%","60.0%","0.0%","93.3","0.00","4.62","2.36","3.47","0.1","16377"
"Josh Staumont","KCR","3","3","3","42","0","37.2","10.27","6.93","0.72",".340","62.1%","30.4%","6.7%","96.3","6.45","4.97","4.25","4.99","0.1","18335"
"Marco Gonzales","SEA","10","15","0","32","32","183.0","5.07","2.46","1.48",".277","73.7%","42.2%","12.4%","88.7","4.13","4.59","5.05","4.88","0.1","15467"
"Cristofer Ogando","TBR","0","0","0","3","0","4.1","4.15","2.08","0.00",".308","66.7%","30.8%","0.0%","94.6","4.15","7.41","3.57","4.94","0.0","20667"
"Anderson Severino","CHW","0","0","0","6","0","7.1","11.05","4.91","0.00",".368","61.5%","63.2%","0.0%","96.6","6.14","4.08","3.11","4.12","0.0","20582"
"Rowan Wick","CHC","4","7","9","64","0","64.0","9.70","4.08","1.27",".376","74.7%","44.3%","15.5%","95.0","4.22","5.35","4.19","3.70","0.0","14646"
"Jay Jackson","ATL","0","0","0","2","0","1.1","6.75","0.00","0.00",".250","100.0%","0.0%","0.0%","92.4","0.00","1.14","1.61","3.83","0.0","7432"
"Touki Toussaint","LAA","1","1","0","8","2","25.1","9.24","6.75","0.71",".228","71.0%","53.6%","11.8%","93.0","4.62","4.02","4.81","4.78","0.0","16929"
"Easton McGee","TBR","0","0","0","1","0","3.0","3.00","0.00","0.00",".308","75.0%","23.1%","0.0%","91.5","0.00","3.19","2.45","5.41","0.0","22176"
"Cody Sedlock","BAL","0","0","0","1","0","3.0","9.00","3.00","0.00",".500","28.6%","41.7%","0.0%","91.0","15.00","6.70","2.11","3.59","0.0","19357"
"Michael Rucker","CHC","3","1","0","41","0","54.2","8.23","3.29","1.32",".278","76.5%","43.4%","12.7%","94.9","3.95","3.64","4.28","4.09","0.0","19454"
"Tyler Cyr","- - -","1","0","0","12","0","13.1","10.80","3.38","1.35",".290","91.5%","48.5%","25.0%","94.5","2.70","4.31","4.01","2.95","0.0","18421"
"Zack Weiss","LAA","0","1","0","12","0","13.1","12.15","4.73","1.35",".179","73.8%","34.5%","14.3%","94.5","3.38","2.41","4.16","3.77","0.0","15444"
"Darren O'Day","ATL","2","2","0","28","0","21.2","10.80","4.15","1.25",".296","69.8%","38.6%","10.7%","85.9","4.15","2.70","4.04","4.15","0.0","3321"
"Matt Gage","TOR","0","1","0","11","0","13.0","8.31","4.15","0.69",".167","77.6%","50.0%","9.1%","92.7","1.38","3.05","3.88","4.14","0.0","17381"
"Kody Clemens","DET","0","0","0","7","0","7.0","1.29","1.29","0.00",".387","76.9%","32.3%","0.0%","54.1","3.86","6.05","3.26","5.58","0.0","20572"
"Miguel Diaz","DET","0","0","0","3","0","3.2","7.36","4.91","0.00",".111","66.7%","55.6%","0.0%","95.9","2.45","1.05","3.11","4.73","0.0","18815"
"Yerry Rodriguez","TEX","0","0","0","1","0","1.0","9.00","0.00","0.00",".333","100.0%","66.7%","0.0%","98.1","0.00","2.32","1.11","1.11","0.0","21955"
"Ryan Hendrix","CIN","0","0","0","9","0","8.1","9.72","6.48","0.00",".429","70.6%","52.4%","0.0%","95.6","5.40","2.66","3.83","5.08","0.0","19535"
"Jake Walsh","STL","0","1","0","3","0","2.2","16.88","6.75","0.00",".429","33.3%","42.9%","0.0%","95.2","13.50","4.81","2.74","4.40","0.0","20227"
"Jake Hager","ARI","0","0","0","3","0","2.1","3.86","0.00","0.00",".333","33.3%","33.3%","0.0%","62.0","7.71","6.25","2.26","4.16","0.0","12198"
"Michel Baez","SDP","0","0","0","2","0","2.0","9.00","0.00","0.00",".200","100.0%","40.0%","0.0%","94.6","0.00","1.22","1.11","2.59","0.0","20100"
"Taylor Widener","ARI","0","1","0","14","0","17.1","7.27","2.60","1.04",".345","80.9%","31.7%","6.9%","93.8","3.63","4.02","4.38","5.36","0.0","19266"
"Ryan Weathers","SDP","0","0","0","1","1","3.2","7.36","9.82","0.00",".429","60.0%","50.0%","0.0%","93.9","9.82","3.80","4.75","6.36","0.0","23796"
"Kyle Tyler","SDP","1","0","0","2","0","4.0","4.50","2.25","0.00",".182","100.0%","63.6%","0.0%","90.7","0.00","3.39","2.86","3.60","0.0","22092"
"Phillips Valdez","BOS","0","1","0","13","0","16.1","7.16","3.86","0.00",".261","56.0%","58.7%","0.0%","","4.41","4.17","3.91","5.09","0.0","15605"
"Ken Giles","SEA","0","0","0","5","0","4.1","12.46","8.31","0.00",".125","100.0%","37.5%","0.0%","94.8","0.00","2.94","3.11","4.14","0.0","12910"
"Cam Alldred","PIT","0","0","0","1","0","1.0","9.00","0.00","0.00",".333","100.0%","66.7%","0.0%","88.1","0.00","0.76","1.11","2.59","0.0","25078"
"Justin Topa","MIL","0","0","0","7","0","7.1","4.91","4.91","0.00",".333","53.8%","66.7%","0.0%","","4.91","3.80","3.66","4.26","0.0","15145"
"Domingo Acevedo","OAK","4","4","4","70","0","67.2","7.71","2.26","1.20",".229","76.7%","40.8%","12.3%","93.2","3.33","3.46","4.01","3.88","0.0","17092"
"Robert Dugger","- - -","0","1","0","4","1","16.0","10.69","3.94","1.69",".372","68.8%","28.3%","15.0%","89.8","6.19","4.81","4.49","3.90","0.0","19191"
"Nick Mears","PIT","0","0","0","2","0","2.0","9.00","4.50","0.00",".200","100.0%","40.0%","0.0%","96.9","0.00","2.24","2.61","4.09","0.0","25376"
"Danny Coulombe","MIN","0","0","0","10","0","12.1","6.57","6.57","0.00",".200","81.3%","37.1%","0.0%","91.8","1.46","3.08","3.84","5.52","0.0","13293"
"Collin Wiles","OAK","0","0","0","4","0","9.2","8.38","1.86","0.93",".357","63.5%","55.2%","16.7%","90.9","4.66","3.64","3.53","3.10","0.0","15106"
"Aneurys Zabala","MIA","0","0","0","2","0","2.2","6.75","3.38","0.00",".375","100.0%","25.0%","0.0%","99.4","0.00","10.69","2.74","4.96","0.0","20802"
"Reiss Knehr","SDP","0","0","0","5","1","13.2","6.59","2.63","0.66",".250","73.9%","29.3%","5.6%","93.0","3.95","4.31","4.36","5.36","0.0","21541"
"Luke Bard","- - -","1","1","0","9","0","15.0","4.80","4.20","0.00",".167","81.3%","39.0%","0.0%","94.1","1.80","5.60","3.85","5.03","0.0","14288"
"Jordan Holloway","MIA","0","0","0","1","0","2.2","6.75","3.38","0.00",".375","75.0%","50.0%","0.0%","95.1","3.38","1.82","2.74","3.29","0.0","20631"
"Nick Duron","PHI","0","0","0","1","0","1.0","9.00","0.00","0.00",".667","100.0%","100.0%","0.0%","97.2","0.00","1.89","1.11","1.11","0.0","21092"
"Wily Peralta","DET","2","0","0","28","1","38.1","7.51","5.63","0.47",".294","83.6%","46.4%","5.6%","95.5","2.58","4.14","4.08","4.79","0.0","7738"
"William Woods","ATL","0","0","0","2","0","2.0","9.00","4.50","0.00",".400","100.0%","20.0%","0.0%","95.2","0.00","2.41","2.61","4.09","0.0","25075"
"Freddy Tarnok","ATL","0","0","0","1","0","0.2","13.50","0.00","0.00",".500","100.0%","50.0%","0.0%","96.7","0.00","3.94","0.11","0.11","0.0","23324"
"Nick Neidert","MIA","0","1","0","1","1","5.0","5.40","0.00","1.80",".250","83.3%","41.2%","16.7%","92.0","3.60","4.28","4.51","3.69","0.0","18699"
"Yolmer Sanchez","BOS","0","0","0","1","0","1.0","0.00","0.00","0.00",".500","66.7%","16.7%","0.0%","78.1","9.00","6.96","3.11","7.56","0.0","11602"
"Tucker Barnhart","DET","0","0","0","1","0","1.0","0.00","0.00","0.00",".600","66.7%","20.0%","0.0%","72.3","9.00","0.00","3.11","6.07","0.0","10200"
"Bowden Francis","TOR","0","0","0","1","0","0.2","13.50","0.00","0.00",".500","100.0%","50.0%","0.0%","92.5","0.00","0.73","0.11","0.11","0.0","20548"
